,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
25770,Washington Wizards,Memphis Grizzlies,329.7891541474022,448.80203538611704,1,112.0,140.0,0
25771,Memphis Grizzlies,Washington Wizards,448.80203538611704,329.7891541474022,0,140.0,112.0,0
25772,San Antonio Spurs,New Orleans Pelicans,422.25230521393377,338.2731619674205,1,121.0,116.0,0
25773,New Orleans Pelicans,San Antonio Spurs,338.2731619674205,422.25230521393377,0,116.0,121.0,0
25774,Golden State Warriors,Minnesota Timberwolves,396.4916161777886,340.6878968490286,1,114.0,106.0,0
25775,Minnesota Timberwolves,Golden State Warriors,340.6878968490286,396.4916161777886,0,106.0,114.0,0
25776,LA Clippers,Houston Rockets,325.8022725701219,323.56765537892863,1,106.0,117.0,0
25777,Houston Rockets,LA Clippers,323.56765537892863,325.8022725701219,0,117.0,106.0,0
25778,Sacramento Kings,Utah Jazz,438.68464066643577,429.1139394876218,1,141.0,97.0,0
25779,Utah Jazz,Sacramento Kings,429.1139394876218,438.68464066643577,0,97.0,141.0,0
25780,Los Angeles Lakers,Portland Trail Blazers,348.76290152119446,395.7934310869814,1,107.0,98.0,0
25781,Portland Trail Blazers,Los Angeles Lakers,395.7934310869814,348.76290152119446,0,98.0,107.0,0
25782,Toronto Raptors,New York Knicks,368.13941927101314,342.92804338696834,1,108.0,113.0,0
25783,New York Knicks,Toronto Raptors,342.92804338696834,368.13941927101314,0,113.0,108.0,0
25784,Detroit Pistons,Utah Jazz,357.15666996600953,386.98124540615584,1,119.0,126.0,0
25785,Utah Jazz,Detroit Pistons,386.98124540615584,357.15666996600953,0,126.0,119.0,0
25786,Orlando Magic,Oklahoma City Thunder,390.9262511028593,402.7873424321284,1,99.0,105.0,0
25787,Oklahoma City Thunder,Orlando Magic,402.7873424321284,390.9262511028593,0,105.0,99.0,0
25788,Washington Wizards,Charlotte Hornets,322.54601726093193,417.3929588026102,1,123.0,114.0,0
25789,Charlotte Hornets,Washington Wizards,417.3929588026102,322.54601726093193,0,114.0,123.0,0
25790,Boston Celtics,Chicago Bulls,446.31775439050926,411.79611166597624,1,108.0,117.0,0
25791,Chicago Bulls,Boston Celtics,411.79611166597624,446.31775439050926,0,117.0,108.0,0
25792,Toronto Raptors,Brooklyn Nets,346.0098156138624,363.9463244460927,1,94.0,101.0,0
25793,Brooklyn Nets,Toronto Raptors,363.9463244460927,346.0098156138624,0,101.0,94.0,0
25794,Houston Rockets,New Orleans Pelicans,431.14172186201773,368.5107010512415,1,133.0,113.0,0
25795,New Orleans Pelicans,Houston Rockets,368.5107010512415,431.14172186201773,0,113.0,133.0,0
25796,Memphis Grizzlies,Golden State Warriors,515.9093665054324,503.4858804006407,1,144.0,93.0,0
25797,Golden State Warriors,Memphis Grizzlies,503.4858804006407,515.9093665054324,0,93.0,144.0,0
25798,Minnesota Timberwolves,New York Knicks,464.2071236969699,429.4847480699584,1,107.0,133.0,0
25799,New York Knicks,Minnesota Timberwolves,429.4847480699584,464.2071236969699,0,133.0,107.0,0
25800,Dallas Mavericks,LA Clippers,357.92388564894054,400.0689567032452,1,95.0,118.0,0
25801,LA Clippers,Dallas Mavericks,400.0689567032452,357.92388564894054,0,118.0,95.0,0
25802,Phoenix Suns,Indiana Pacers,412.2897039223434,384.3753699817828,1,111.0,120.0,0
25803,Indiana Pacers,Phoenix Suns,384.3753699817828,412.2897039223434,0,120.0,111.0,0
25804,San Antonio Spurs,Atlanta Hawks,417.9640193181985,368.2148443196405,1,133.0,126.0,0
25805,Atlanta Hawks,San Antonio Spurs,368.2148443196405,417.9640193181985,0,126.0,133.0,0
25806,Portland Trail Blazers,Denver Nuggets,354.7934122367814,391.8489781033329,1,126.0,124.0,0
25807,Denver Nuggets,Portland Trail Blazers,391.8489781033329,354.7934122367814,0,124.0,126.0,0
25808,Sacramento Kings,Los Angeles Lakers,453.6238242740017,353.92446331217513,1,100.0,113.0,0
25809,Los Angeles Lakers,Sacramento Kings,353.92446331217513,453.6238242740017,0,113.0,100.0,0
25810,Philadelphia 76ers,Charlotte Hornets,353.435404689255,318.1983216344966,1,108.0,98.0,0
25811,Charlotte Hornets,Philadelphia 76ers,318.1983216344966,353.435404689255,0,98.0,108.0,0
25812,Cleveland Cavaliers,Milwaukee Bucks,498.7062739401308,456.95517000524666,1,124.0,101.0,0
25813,Milwaukee Bucks,Cleveland Cavaliers,456.95517000524666,498.7062739401308,0,101.0,124.0,0
25814,Miami Heat,Oklahoma City Thunder,400.36162893363047,401.0917219540396,1,97.0,104.0,0
25815,Oklahoma City Thunder,Miami Heat,401.0917219540396,400.36162893363047,0,104.0,97.0,0
25816,Sacramento Kings,Los Angeles Lakers,368.1825166179072,352.89181983321845,1,99.0,103.0,0
25817,Los Angeles Lakers,Sacramento Kings,352.89181983321845,368.1825166179072,0,103.0,99.0,0
25818,Orlando Magic,Miami Heat,384.04649042073316,360.24326228508744,1,121.0,114.0,0
25819,Miami Heat,Orlando Magic,360.24326228508744,384.04649042073316,0,114.0,121.0,0
25820,Atlanta Hawks,Memphis Grizzlies,443.12220687113364,487.2912610521885,1,112.0,128.0,0
25821,Memphis Grizzlies,Atlanta Hawks,487.2912610521885,443.12220687113364,0,128.0,112.0,0
25822,Brooklyn Nets,Utah Jazz,307.4719483380659,402.1692539715184,1,94.0,105.0,0
25823,Utah Jazz,Brooklyn Nets,402.1692539715184,307.4719483380659,0,105.0,94.0,0
25824,Cleveland Cavaliers,Philadelphia 76ers,477.96456271727567,366.57288673794676,1,126.0,99.0,0
25825,Philadelphia 76ers,Cleveland Cavaliers,366.57288673794676,477.96456271727567,0,99.0,126.0,0
25826,Chicago Bulls,Boston Celtics,465.2996036823845,436.37654202459487,1,98.0,123.0,0
25827,Boston Celtics,Chicago Bulls,436.37654202459487,465.2996036823845,0,123.0,98.0,0
25828,Milwaukee Bucks,Washington Wizards,319.01864268681635,318.86876879453973,1,112.0,101.0,0
25829,Washington Wizards,Milwaukee Bucks,318.86876879453973,319.01864268681635,0,101.0,112.0,0
25830,Minnesota Timberwolves,Golden State Warriors,342.2266686400193,424.0051312397696,1,103.0,113.0,0
25831,Golden State Warriors,Minnesota Timberwolves,424.0051312397696,342.2266686400193,0,113.0,103.0,0
25832,New Orleans Pelicans,New York Knicks,311.7548274045886,369.73461894266296,1,93.0,104.0,0
25833,New York Knicks,New Orleans Pelicans,369.73461894266296,311.7548274045886,0,104.0,93.0,0
25834,Dallas Mavericks,LA Clippers,404.16199232848516,396.65069384823767,1,113.0,97.0,0
25835,LA Clippers,Dallas Mavericks,396.65069384823767,404.16199232848516,0,97.0,113.0,0
25836,San Antonio Spurs,Portland Trail Blazers,556.5416523930132,467.3154075763397,1,114.0,94.0,0
25837,Portland Trail Blazers,San Antonio Spurs,467.3154075763397,556.5416523930132,0,94.0,114.0,0
25838,Phoenix Suns,Detroit Pistons,337.3864563193331,365.7613786373315,1,125.0,133.0,0
25839,Detroit Pistons,Phoenix Suns,365.7613786373315,337.3864563193331,0,133.0,125.0,0
25840,Toronto Raptors,Houston Rockets,341.78506226264693,371.1223536411804,1,110.0,114.0,0
25841,Houston Rockets,Toronto Raptors,371.1223536411804,341.78506226264693,0,114.0,110.0,0
25842,Sacramento Kings,Indiana Pacers,438.91330996299666,428.234076413922,1,95.0,122.0,0
25843,Indiana Pacers,Sacramento Kings,428.234076413922,438.91330996299666,0,122.0,95.0,0
25844,New Orleans Pelicans,Denver Nuggets,308.466522141817,372.19724718701264,1,129.0,132.0,0
25845,Denver Nuggets,New Orleans Pelicans,372.19724718701264,308.466522141817,0,132.0,129.0,0
25846,Charlotte Hornets,Houston Rockets,471.7701166213981,432.01561087058184,1,101.0,114.0,0
25847,Houston Rockets,Charlotte Hornets,432.01561087058184,471.7701166213981,0,114.0,101.0,0
25848,Cleveland Cavaliers,Utah Jazz,409.4331844671768,355.90122451334184,1,124.0,113.0,0
25849,Utah Jazz,Cleveland Cavaliers,355.90122451334184,409.4331844671768,0,113.0,124.0,0
25850,Orlando Magic,Boston Celtics,335.15235651078865,335.9063393317902,1,108.0,104.0,0
25851,Boston Celtics,Orlando Magic,335.9063393317902,335.15235651078865,0,104.0,108.0,0
25852,Philadelphia 76ers,San Antonio Spurs,352.5676428350491,417.1862248484369,1,111.0,106.0,0
25853,San Antonio Spurs,Philadelphia 76ers,417.1862248484369,352.5676428350491,0,106.0,111.0,0
25854,Atlanta Hawks,Minnesota Timberwolves,426.8654605837877,452.3939175086371,1,117.0,104.0,0
25855,Minnesota Timberwolves,Atlanta Hawks,452.3939175086371,426.8654605837877,0,104.0,117.0,0
25856,Miami Heat,Brooklyn Nets,434.5470031367771,422.9877830431881,1,110.0,95.0,0
25857,Brooklyn Nets,Miami Heat,422.9877830431881,434.5470031367771,0,95.0,110.0,0
25858,New York Knicks,Toronto Raptors,454.11934116347715,420.520260148464,1,139.0,125.0,0
25859,Toronto Raptors,New York Knicks,420.520260148464,454.11934116347715,0,125.0,139.0,0
25860,Chicago Bulls,Milwaukee Bucks,458.8632795449611,400.72283722823926,1,91.0,112.0,0
25861,Milwaukee Bucks,Chicago Bulls,400.72283722823926,458.8632795449611,0,112.0,91.0,0
25862,Memphis Grizzlies,LA Clippers,446.13935515169254,323.0021913853226,1,110.0,114.0,0
25863,LA Clippers,Memphis Grizzlies,323.0021913853226,446.13935515169254,0,114.0,110.0,0
25864,Oklahoma City Thunder,Washington Wizards,505.55058222383315,481.3791452350059,1,123.0,105.0,0
25865,Washington Wizards,Oklahoma City Thunder,481.3791452350059,505.55058222383315,0,105.0,123.0,0
25866,Dallas Mavericks,Portland Trail Blazers,476.75205953136737,427.10694306987057,1,132.0,108.0,0
25867,Portland Trail Blazers,Dallas Mavericks,427.10694306987057,476.75205953136737,0,108.0,132.0,0
25868,Denver Nuggets,Phoenix Suns,432.4175940907435,383.8405669383626,1,117.0,90.0,0
25869,Phoenix Suns,Denver Nuggets,383.8405669383626,432.4175940907435,0,90.0,117.0,0
25870,Golden State Warriors,Indiana Pacers,423.9921685467371,389.3170142215581,1,105.0,111.0,0
25871,Indiana Pacers,Golden State Warriors,389.3170142215581,423.9921685467371,0,111.0,105.0,0
25872,Los Angeles Lakers,Detroit Pistons,331.7120174231171,368.7167734859854,1,114.0,117.0,0
25873,Detroit Pistons,Los Angeles Lakers,368.7167734859854,331.7120174231171,0,117.0,114.0,0
25874,New York Knicks,San Antonio Spurs,348.3534463722526,371.1783235681365,1,117.0,114.0,0
25875,San Antonio Spurs,New York Knicks,371.1783235681365,348.3534463722526,0,114.0,117.0,0
25876,Dallas Mavericks,Minnesota Timberwolves,398.3727827616097,342.6046171564705,1,99.0,105.0,0
25877,Minnesota Timberwolves,Dallas Mavericks,342.6046171564705,398.3727827616097,0,105.0,99.0,0
25878,Boston Celtics,Philadelphia 76ers,422.64187945960316,289.6548321799647,1,114.0,118.0,0
25879,Philadelphia 76ers,Boston Celtics,289.6548321799647,422.64187945960316,0,118.0,114.0,0
25880,Golden State Warriors,Los Angeles Lakers,419.86078838633046,319.1682410924859,1,113.0,115.0,0
25881,Los Angeles Lakers,Golden State Warriors,319.1682410924859,419.86078838633046,0,115.0,113.0,0
25882,Phoenix Suns,Denver Nuggets,368.19195347795863,370.4901602781376,1,110.0,100.0,0
25883,Denver Nuggets,Phoenix Suns,370.4901602781376,368.19195347795863,0,100.0,110.0,0
25884,Indiana Pacers,Oklahoma City Thunder,389.31267260471793,438.0605095554585,1,114.0,120.0,0
25885,Oklahoma City Thunder,Indiana Pacers,438.0605095554585,389.31267260471793,0,120.0,114.0,0
25886,Orlando Magic,Miami Heat,366.78007876461936,331.94408211021903,1,88.0,89.0,0
25887,Miami Heat,Orlando Magic,331.94408211021903,366.78007876461936,0,89.0,88.0,0
25888,Washington Wizards,Charlotte Hornets,318.66115764262236,454.618076767719,1,113.0,110.0,0
25889,Charlotte Hornets,Washington Wizards,454.618076767719,318.66115764262236,0,110.0,113.0,0
25890,Atlanta Hawks,Chicago Bulls,370.8702027861482,395.02440287042117,1,141.0,133.0,0
25891,Chicago Bulls,Atlanta Hawks,395.02440287042117,370.8702027861482,0,133.0,141.0,0
25892,Memphis Grizzlies,Toronto Raptors,514.5013348916254,433.04587104930766,1,155.0,126.0,0
25893,Toronto Raptors,Memphis Grizzlies,433.04587104930766,514.5013348916254,0,126.0,155.0,0
25894,Milwaukee Bucks,Brooklyn Nets,292.62593279342116,332.15955362299104,1,105.0,111.0,0
25895,Brooklyn Nets,Milwaukee Bucks,332.15955362299104,292.62593279342116,0,111.0,105.0,0
25896,New Orleans Pelicans,Houston Rockets,374.8942146763134,436.8862981123598,1,111.0,128.0,0
25897,Houston Rockets,New Orleans Pelicans,436.8862981123598,374.8942146763134,0,128.0,111.0,0
25898,Portland Trail Blazers,Utah Jazz,327.2839342818418,335.489235008125,1,122.0,120.0,0
25899,Utah Jazz,Portland Trail Blazers,335.489235008125,327.2839342818418,0,120.0,122.0,0
25900,Sacramento Kings,Detroit Pistons,329.7535099116875,405.67745075289355,1,113.0,114.0,0
25901,Detroit Pistons,Sacramento Kings,405.67745075289355,329.7535099116875,0,114.0,113.0,0
25902,Orlando Magic,New York Knicks,359.5007794244177,410.1566397878911,1,85.0,108.0,0
25903,New York Knicks,Orlando Magic,410.1566397878911,359.5007794244177,0,108.0,85.0,0
25904,Boston Celtics,Indiana Pacers,459.1048859997494,418.9521537120166,1,142.0,105.0,0
25905,Indiana Pacers,Boston Celtics,418.9521537120166,459.1048859997494,0,105.0,142.0,0
25906,Brooklyn Nets,San Antonio Spurs,275.45755047836303,368.2740178901872,1,87.0,96.0,0
25907,San Antonio Spurs,Brooklyn Nets,368.2740178901872,275.45755047836303,0,96.0,87.0,0
25908,Houston Rockets,Minnesota Timberwolves,376.9631013475467,343.1197141806725,1,112.0,113.0,0
25909,Minnesota Timberwolves,Houston Rockets,343.1197141806725,376.9631013475467,0,113.0,112.0,0
25910,New Orleans Pelicans,Memphis Grizzlies,346.3506716970117,485.1251020855337,1,124.0,132.0,0
25911,Memphis Grizzlies,New Orleans Pelicans,485.1251020855337,346.3506716970117,0,132.0,124.0,0
25912,Denver Nuggets,Cleveland Cavaliers,400.59712690650485,441.31719995857776,1,135.0,149.0,0
25913,Cleveland Cavaliers,Denver Nuggets,441.31719995857776,400.59712690650485,0,149.0,135.0,0
25914,Phoenix Suns,Dallas Mavericks,383.6535357726586,396.91694299116347,1,89.0,98.0,0
25915,Dallas Mavericks,Phoenix Suns,396.91694299116347,383.6535357726586,0,98.0,89.0,0
25916,LA Clippers,Golden State Warriors,322.9288455363367,422.7486362016806,1,102.0,92.0,0
25917,Golden State Warriors,LA Clippers,422.7486362016806,322.9288455363367,0,92.0,102.0,0
25918,Atlanta Hawks,Miami Heat,358.35799636699386,357.93013143814727,1,120.0,110.0,0
25919,Miami Heat,Atlanta Hawks,357.93013143814727,358.35799636699386,0,110.0,120.0,0
25920,Charlotte Hornets,Oklahoma City Thunder,336.66647970761807,437.40320732633353,1,94.0,106.0,0
25921,Oklahoma City Thunder,Charlotte Hornets,437.40320732633353,336.66647970761807,0,106.0,94.0,0
25922,Washington Wizards,New York Knicks,278.4906184945225,383.98560813895307,1,132.0,136.0,0
25923,New York Knicks,Washington Wizards,383.98560813895307,278.4906184945225,0,136.0,132.0,0
25924,Chicago Bulls,Milwaukee Bucks,458.9822224001083,326.6261062691662,1,116.0,111.0,0
25925,Milwaukee Bucks,Chicago Bulls,326.6261062691662,458.9822224001083,0,111.0,116.0,0
25926,Golden State Warriors,Phoenix Suns,369.2054725942672,333.59705709027855,1,109.0,105.0,0
25927,Phoenix Suns,Golden State Warriors,333.59705709027855,369.2054725942672,0,105.0,109.0,0
25928,Denver Nuggets,Detroit Pistons,356.68131920479163,478.1608389385773,1,134.0,121.0,0
25929,Detroit Pistons,Denver Nuggets,478.1608389385773,356.68131920479163,0,121.0,134.0,0
25930,Utah Jazz,Philadelphia 76ers,366.3881274837822,323.19080872414463,1,111.0,114.0,0
25931,Philadelphia 76ers,Utah Jazz,323.19080872414463,366.3881274837822,0,114.0,111.0,0
25932,Portland Trail Blazers,Dallas Mavericks,329.82842938425244,327.51057641331545,1,126.0,122.0,0
25933,Dallas Mavericks,Portland Trail Blazers,327.51057641331545,329.82842938425244,0,122.0,126.0,0
25934,Los Angeles Lakers,Sacramento Kings,302.09851098755416,353.1354901696893,1,132.0,122.0,0
25935,Sacramento Kings,Los Angeles Lakers,353.1354901696893,302.09851098755416,0,122.0,132.0,0
25936,Orlando Magic,Brooklyn Nets,362.2968606994864,320.47068198918305,1,102.0,101.0,0
25937,Brooklyn Nets,Orlando Magic,320.47068198918305,362.2968606994864,0,101.0,102.0,0
25938,Boston Celtics,Indiana Pacers,456.8872147491093,412.47299343174234,1,114.0,123.0,0
25939,Indiana Pacers,Boston Celtics,412.47299343174234,456.8872147491093,0,123.0,114.0,0
25940,Toronto Raptors,Atlanta Hawks,490.99030326891705,423.4262462217003,1,107.0,136.0,0
25941,Atlanta Hawks,Toronto Raptors,423.4262462217003,490.99030326891705,0,136.0,107.0,0
25942,Houston Rockets,Miami Heat,348.742878991338,346.1848855713666,1,100.0,104.0,0
25943,Miami Heat,Houston Rockets,346.1848855713666,348.742878991338,0,104.0,100.0,0
25944,Oklahoma City Thunder,Memphis Grizzlies,498.51073041841425,412.15492744847984,1,130.0,106.0,0
25945,Memphis Grizzlies,Oklahoma City Thunder,412.15492744847984,498.51073041841425,0,106.0,130.0,0
25946,Minnesota Timberwolves,San Antonio Spurs,342.83698101224775,447.0577757723645,1,112.0,110.0,0
25947,San Antonio Spurs,Minnesota Timberwolves,447.0577757723645,342.83698101224775,0,110.0,112.0,0
25948,Charlotte Hornets,Chicago Bulls,353.62991004441665,418.9003146918988,1,108.0,115.0,0
25949,Chicago Bulls,Charlotte Hornets,418.9003146918988,353.62991004441665,0,115.0,108.0,0
25950,Washington Wizards,New York Knicks,472.24201714619124,461.28017599045626,1,106.0,126.0,0
25951,New York Knicks,Washington Wizards,461.28017599045626,472.24201714619124,0,126.0,106.0,0
25952,New Orleans Pelicans,LA Clippers,315.3003165613451,321.59080575898315,1,113.0,116.0,0
25953,LA Clippers,New Orleans Pelicans,321.59080575898315,315.3003165613451,0,116.0,113.0,0
25954,Utah Jazz,Denver Nuggets,341.98424099798257,357.81797455714616,1,121.0,132.0,0
25955,Denver Nuggets,Utah Jazz,357.81797455714616,341.98424099798257,0,132.0,121.0,0
25956,Golden State Warriors,Cleveland Cavaliers,434.3423027291612,559.666771584836,1,95.0,113.0,0
25957,Cleveland Cavaliers,Golden State Warriors,559.666771584836,434.3423027291612,0,113.0,95.0,0
25958,Portland Trail Blazers,Philadelphia 76ers,455.7563540016966,351.99944657706425,1,103.0,125.0,0
25959,Philadelphia 76ers,Portland Trail Blazers,351.99944657706425,455.7563540016966,0,125.0,103.0,0
25960,Sacramento Kings,Dallas Mavericks,434.782643422832,292.382544362718,1,110.0,100.0,0
25961,Dallas Mavericks,Sacramento Kings,292.382544362718,434.782643422832,0,100.0,110.0,0
25962,Boston Celtics,Toronto Raptors,496.8472711999298,475.87363240756446,1,125.0,71.0,0
25963,Toronto Raptors,Boston Celtics,475.87363240756446,496.8472711999298,0,71.0,125.0,0
25964,Indiana Pacers,Milwaukee Bucks,391.28729458755544,396.82630461582806,1,112.0,120.0,0
25965,Milwaukee Bucks,Indiana Pacers,396.82630461582806,391.28729458755544,0,120.0,112.0,0
25966,San Antonio Spurs,LA Clippers,583.8171579852548,468.2219499005949,1,122.0,86.0,0
25967,LA Clippers,San Antonio Spurs,468.2219499005949,583.8171579852548,0,86.0,122.0,0
25968,Oklahoma City Thunder,Minnesota Timberwolves,416.1396966730093,342.27556970607145,1,113.0,105.0,0
25969,Minnesota Timberwolves,Oklahoma City Thunder,342.27556970607145,416.1396966730093,0,105.0,113.0,0
25970,Phoenix Suns,Memphis Grizzlies,364.51160270824124,346.56876467844796,1,112.0,117.0,0
25971,Memphis Grizzlies,Phoenix Suns,346.56876467844796,364.51160270824124,0,117.0,112.0,0
25972,Los Angeles Lakers,Cleveland Cavaliers,343.9931989960192,419.25719715677707,1,110.0,122.0,0
25973,Cleveland Cavaliers,Los Angeles Lakers,419.25719715677707,343.9931989960192,0,122.0,110.0,0
25974,Detroit Pistons,Orlando Magic,365.2571800240155,336.7319228828336,1,105.0,96.0,0
25975,Orlando Magic,Detroit Pistons,336.7319228828336,365.2571800240155,0,96.0,105.0,0
25976,Washington Wizards,Chicago Bulls,490.8765057992888,471.06356906222413,1,125.0,107.0,0
25977,Chicago Bulls,Washington Wizards,471.06356906222413,490.8765057992888,0,107.0,125.0,0
25978,Miami Heat,New Orleans Pelicans,354.5181198244935,314.9000598787733,1,119.0,108.0,0
25979,New Orleans Pelicans,Miami Heat,314.9000598787733,354.5181198244935,0,108.0,119.0,0
25980,New York Knicks,Utah Jazz,330.2670985265895,364.0447881060179,1,119.0,103.0,0
25981,Utah Jazz,New York Knicks,364.0447881060179,330.2670985265895,0,103.0,119.0,0
25982,Toronto Raptors,Brooklyn Nets,486.46393524946853,351.8908750107152,1,130.0,113.0,0
25983,Brooklyn Nets,Toronto Raptors,351.8908750107152,486.46393524946853,0,113.0,130.0,0
25984,Houston Rockets,Dallas Mavericks,340.9475703630976,441.44822095344506,1,110.0,99.0,0
25985,Dallas Mavericks,Houston Rockets,441.44822095344506,340.9475703630976,0,99.0,110.0,0
25986,Denver Nuggets,Atlanta Hawks,415.10444423840624,389.747613367997,1,139.0,120.0,0
25987,Atlanta Hawks,Denver Nuggets,389.747613367997,415.10444423840624,0,120.0,139.0,0
25988,Sacramento Kings,Philadelphia 76ers,333.1550562129406,313.1277646913612,1,113.0,107.0,0
25989,Philadelphia 76ers,Sacramento Kings,313.1277646913612,333.1550562129406,0,107.0,113.0,0
25990,Miami Heat,Indiana Pacers,492.8924536576356,419.3009477903024,1,115.0,128.0,0
25991,Indiana Pacers,Miami Heat,419.3009477903024,492.8924536576356,0,128.0,115.0,0
25992,Minnesota Timberwolves,Boston Celtics,342.93144279329925,361.81398815679523,1,115.0,118.0,0
25993,Boston Celtics,Minnesota Timberwolves,361.81398815679523,342.93144279329925,0,118.0,115.0,0
25994,Milwaukee Bucks,Brooklyn Nets,417.50186268554245,325.7337797032543,1,110.0,113.0,0
25995,Brooklyn Nets,Milwaukee Bucks,325.7337797032543,417.50186268554245,0,113.0,110.0,0
25996,Oklahoma City Thunder,LA Clippers,487.9608235441697,419.9430983088133,1,116.0,98.0,0
25997,LA Clippers,Oklahoma City Thunder,419.9430983088133,487.9608235441697,0,98.0,116.0,0
25998,Golden State Warriors,Philadelphia 76ers,501.3111903121408,379.70353786284784,1,139.0,105.0,0
25999,Philadelphia 76ers,Golden State Warriors,379.70353786284784,501.3111903121408,0,105.0,139.0,0
26000,Los Angeles Lakers,Portland Trail Blazers,345.3354503339964,337.35540985378975,1,114.0,106.0,0
26001,Portland Trail Blazers,Los Angeles Lakers,337.35540985378975,345.3354503339964,0,106.0,114.0,0
26002,Detroit Pistons,Charlotte Hornets,398.83626953729186,320.790107707304,1,98.0,94.0,0
26003,Charlotte Hornets,Detroit Pistons,320.790107707304,398.83626953729186,0,94.0,98.0,0
26004,Toronto Raptors,Orlando Magic,378.57373423702285,349.6670490926209,1,97.0,106.0,0
26005,Orlando Magic,Toronto Raptors,349.6670490926209,378.57373423702285,0,106.0,97.0,0
26006,Houston Rockets,Boston Celtics,382.9479089993561,465.55802485715134,1,86.0,109.0,0
26007,Boston Celtics,Houston Rockets,465.55802485715134,382.9479089993561,0,109.0,86.0,0
26008,New Orleans Pelicans,Washington Wizards,363.38999839415,465.5808504461365,1,132.0,120.0,0
26009,Washington Wizards,New Orleans Pelicans,465.5808504461365,363.38999839415,0,120.0,132.0,0
26010,Oklahoma City Thunder,New York Knicks,412.2034760239883,343.160779720132,1,117.0,107.0,0
26011,New York Knicks,Oklahoma City Thunder,343.160779720132,412.2034760239883,0,107.0,117.0,0
26012,Dallas Mavericks,Cleveland Cavaliers,418.2071023550795,541.8133311027566,1,122.0,134.0,0
26013,Cleveland Cavaliers,Dallas Mavericks,541.8133311027566,418.2071023550795,0,134.0,122.0,0
26014,Denver Nuggets,San Antonio Spurs,360.97683991808987,359.6974603242157,1,110.0,113.0,0
26015,San Antonio Spurs,Denver Nuggets,359.6974603242157,360.97683991808987,0,113.0,110.0,0
26016,Sacramento Kings,Memphis Grizzlies,316.7581619158891,422.3995903861927,1,138.0,133.0,0
26017,Memphis Grizzlies,Sacramento Kings,422.3995903861927,316.7581619158891,0,133.0,138.0,0
26018,Los Angeles Lakers,Atlanta Hawks,390.59569476258037,442.572856666079,1,119.0,102.0,0
26019,Atlanta Hawks,Los Angeles Lakers,442.572856666079,390.59569476258037,0,102.0,119.0,0
26020,Brooklyn Nets,Philadelphia 76ers,288.76838228802916,395.3112526179639,1,94.0,123.0,0
26021,Philadelphia 76ers,Brooklyn Nets,395.3112526179639,288.76838228802916,0,123.0,94.0,0
26022,Detroit Pistons,Minnesota Timberwolves,321.54294965128315,297.050982719218,1,119.0,105.0,0
26023,Minnesota Timberwolves,Detroit Pistons,297.050982719218,321.54294965128315,0,105.0,119.0,0
26024,Indiana Pacers,Phoenix Suns,422.2779685670958,393.7397157831408,1,126.0,108.0,0
26025,Phoenix Suns,Indiana Pacers,393.7397157831408,422.2779685670958,0,108.0,126.0,0
26026,Miami Heat,Utah Jazz,435.64998776877184,409.4835808381493,1,100.0,136.0,0
26027,Utah Jazz,Miami Heat,409.4835808381493,435.64998776877184,0,136.0,100.0,0
26028,Chicago Bulls,New York Knicks,432.36941415032305,416.3306684209765,1,139.0,126.0,0
26029,New York Knicks,Chicago Bulls,416.3306684209765,432.36941415032305,0,126.0,139.0,0
26030,Milwaukee Bucks,Portland Trail Blazers,387.6824353753971,292.794874755181,1,102.0,105.0,0
26031,Portland Trail Blazers,Milwaukee Bucks,292.794874755181,387.6824353753971,0,105.0,102.0,0
26032,San Antonio Spurs,Denver Nuggets,445.30494975072736,383.57613503896897,1,111.0,122.0,0
26033,Denver Nuggets,San Antonio Spurs,383.57613503896897,445.30494975072736,0,122.0,111.0,0
26034,Golden State Warriors,Memphis Grizzlies,387.60414170352664,385.3100341908526,1,121.0,113.0,0
26035,Memphis Grizzlies,Golden State Warriors,385.3100341908526,387.60414170352664,0,113.0,121.0,0
26036,LA Clippers,Atlanta Hawks,508.5155545079152,378.2160315569628,1,131.0,105.0,0
26037,Atlanta Hawks,LA Clippers,378.2160315569628,508.5155545079152,0,105.0,131.0,0
26038,Oklahoma City Thunder,Boston Celtics,401.74604265210525,392.9653560359052,1,105.0,92.0,0
26039,Boston Celtics,Oklahoma City Thunder,392.9653560359052,401.74604265210525,0,92.0,105.0,0
26040,Cleveland Cavaliers,Charlotte Hornets,535.6002915973785,425.015711565105,1,115.0,105.0,0
26041,Charlotte Hornets,Cleveland Cavaliers,425.015711565105,535.6002915973785,0,105.0,115.0,0
26042,Washington Wizards,New Orleans Pelicans,379.75131782577427,364.7251285044535,1,98.0,110.0,0
26043,New Orleans Pelicans,Washington Wizards,364.7251285044535,379.75131782577427,0,110.0,98.0,0
26044,Orlando Magic,Utah Jazz,312.5233675499996,321.35632442694657,1,92.0,105.0,0
26045,Utah Jazz,Orlando Magic,321.35632442694657,312.5233675499996,0,105.0,92.0,0
26046,Houston Rockets,Los Angeles Lakers,345.6885416316021,378.5396331642013,1,119.0,115.0,0
26047,Los Angeles Lakers,Houston Rockets,378.5396331642013,345.6885416316021,0,115.0,119.0,0
26048,Golden State Warriors,Sacramento Kings,455.20604585825606,404.9764046015471,1,99.0,129.0,0
26049,Sacramento Kings,Golden State Warriors,404.9764046015471,455.20604585825606,0,129.0,99.0,0
