,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
825,Portland Trail Blazers,Milwaukee Bucks,302.51837684758306,271.4526954171282,0,88.0,90.0,9
826,Minnesota Timberwolves,LA Clippers,297.51971267179266,327.372016119693,1,106.0,110.0,8
827,LA Clippers,Minnesota Timberwolves,327.372016119693,297.51971267179266,0,110.0,106.0,12
828,New Orleans Pelicans,Boston Celtics,346.83104021301426,369.0278484212986,1,93.0,111.0,5
829,Boston Celtics,New Orleans Pelicans,369.0278484212986,346.83104021301426,0,111.0,93.0,12
830,Cleveland Cavaliers,Portland Trail Blazers,314.3201274152842,297.8993778189663,1,105.0,100.0,14
831,Portland Trail Blazers,Cleveland Cavaliers,297.8993778189663,314.3201274152842,0,100.0,105.0,9
832,Indiana Pacers,Golden State Warriors,324.8029815669006,369.6390853227468,1,123.0,131.0,12
833,Golden State Warriors,Indiana Pacers,369.6390853227468,324.8029815669006,0,131.0,123.0,23
834,Brooklyn Nets,Houston Rockets,267.89482521325584,301.5541138839689,1,110.0,105.0,6
835,Houston Rockets,Brooklyn Nets,301.5541138839689,267.89482521325584,0,105.0,110.0,10
836,Memphis Grizzlies,Oklahoma City Thunder,278.19918594614967,424.00091208198637,1,88.0,125.0,12
837,Oklahoma City Thunder,Memphis Grizzlies,424.00091208198637,278.19918594614967,0,125.0,88.0,13
838,Denver Nuggets,Orlando Magic,299.4629108312591,322.7147334308163,1,74.0,85.0,8
839,Orlando Magic,Denver Nuggets,322.7147334308163,299.4629108312591,0,85.0,74.0,12
840,Sacramento Kings,Utah Jazz,284.46132630896443,300.940019797517,1,114.0,106.0,8
841,Utah Jazz,Sacramento Kings,300.940019797517,284.46132630896443,0,106.0,114.0,9
842,Boston Celtics,Chicago Bulls,333.10109230372296,304.76026605825257,1,105.0,100.0,13
843,Chicago Bulls,Boston Celtics,304.76026605825257,333.10109230372296,0,100.0,105.0,11
844,Charlotte Hornets,Miami Heat,390.26447136027446,340.4230305588988,1,99.0,81.0,13
845,Miami Heat,Charlotte Hornets,340.4230305588988,390.26447136027446,0,81.0,99.0,12
846,Washington Wizards,Houston Rockets,229.03707604569087,269.29226342991103,1,103.0,109.0,9
847,Houston Rockets,Washington Wizards,269.29226342991103,229.03707604569087,0,109.0,103.0,11
848,Detroit Pistons,Memphis Grizzlies,301.3097936339893,262.7423767588792,1,92.0,93.0,12
849,Memphis Grizzlies,Detroit Pistons,262.7423767588792,301.3097936339893,0,93.0,92.0,13
850,Toronto Raptors,San Antonio Spurs,240.22864737176417,390.4085010239366,1,97.0,94.0,14
851,San Antonio Spurs,Toronto Raptors,390.4085010239366,240.22864737176417,0,94.0,97.0,18
852,Milwaukee Bucks,LA Clippers,270.696561903083,329.3177264804602,1,95.0,109.0,9
853,LA Clippers,Milwaukee Bucks,329.3177264804602,270.696561903083,0,109.0,95.0,13
854,Minnesota Timberwolves,Los Angeles Lakers,316.5986773795516,289.48265838126315,1,123.0,122.0,9
855,Los Angeles Lakers,Minnesota Timberwolves,289.48265838126315,316.5986773795516,0,122.0,123.0,3
856,Phoenix Suns,Orlando Magic,300.5182201591765,357.1001705309329,1,107.0,104.0,10
857,Orlando Magic,Phoenix Suns,357.1001705309329,300.5182201591765,0,104.0,107.0,12
858,Utah Jazz,New York Knicks,329.5651951680585,389.0505894069738,1,106.0,85.0,10
859,New York Knicks,Utah Jazz,389.0505894069738,329.5651951680585,0,85.0,106.0,10
860,Dallas Mavericks,Atlanta Hawks,344.55803216749763,321.7950565697466,1,95.0,98.0,13
861,Atlanta Hawks,Dallas Mavericks,321.7950565697466,344.55803216749763,0,98.0,95.0,14
862,Brooklyn Nets,Philadelphia 76ers,303.4452564382273,257.9402310960852,1,100.0,91.0,7
863,Philadelphia 76ers,Brooklyn Nets,257.9402310960852,303.4452564382273,0,91.0,100.0,1
864,Chicago Bulls,LA Clippers,316.61818483410127,327.85194282093806,1,83.0,80.0,12
865,LA Clippers,Chicago Bulls,327.85194282093806,316.61818483410127,0,80.0,83.0,13
866,Oklahoma City Thunder,Atlanta Hawks,382.5700989657044,316.06689973111827,1,107.0,94.0,14
867,Atlanta Hawks,Oklahoma City Thunder,316.06689973111827,382.5700989657044,0,94.0,107.0,14
868,Sacramento Kings,New York Knicks,282.8799309598722,332.84476517408444,1,99.0,97.0,9
869,New York Knicks,Sacramento Kings,332.84476517408444,282.8799309598722,0,97.0,99.0,10
870,Indiana Pacers,Miami Heat,294.2697969713368,294.91530397748846,1,96.0,83.0,13
871,Miami Heat,Indiana Pacers,294.91530397748846,294.2697969713368,0,83.0,96.0,12
872,Orlando Magic,Cleveland Cavaliers,375.5483649398509,360.2333975920632,1,76.0,111.0,12
873,Cleveland Cavaliers,Orlando Magic,360.2333975920632,375.5483649398509,0,111.0,76.0,15
874,Philadelphia 76ers,Detroit Pistons,313.30959319582877,327.6730688873136,1,95.0,107.0,1
875,Detroit Pistons,Philadelphia 76ers,327.6730688873136,313.30959319582877,0,107.0,95.0,13
876,Boston Celtics,Golden State Warriors,333.8485508756286,390.6574048484091,1,119.0,124.0,13
877,Golden State Warriors,Boston Celtics,390.6574048484091,333.8485508756286,0,124.0,119.0,24
878,Toronto Raptors,Milwaukee Bucks,239.36539361546681,267.88824714862835,1,90.0,83.0,15
879,Milwaukee Bucks,Toronto Raptors,267.88824714862835,239.36539361546681,0,83.0,90.0,9
880,Memphis Grizzlies,Charlotte Hornets,262.1939790692607,395.4281428467531,1,99.0,123.0,13
881,Charlotte Hornets,Memphis Grizzlies,395.4281428467531,262.1939790692607,0,123.0,99.0,14
882,New Orleans Pelicans,Washington Wizards,288.8216968987649,210.36520342675723,1,107.0,105.0,6
883,Washington Wizards,New Orleans Pelicans,210.36520342675723,288.8216968987649,0,105.0,107.0,9
884,Denver Nuggets,Minnesota Timberwolves,312.4039475902685,318.11692609584486,1,111.0,108.0,9
885,Minnesota Timberwolves,Denver Nuggets,318.11692609584486,312.4039475902685,0,108.0,111.0,9
886,Utah Jazz,Oklahoma City Thunder,315.532844395301,339.0710964095088,1,90.0,94.0,10
887,Oklahoma City Thunder,Utah Jazz,339.0710964095088,315.532844395301,0,94.0,90.0,15
888,San Antonio Spurs,Los Angeles Lakers,415.77809443250084,323.1807322219893,1,109.0,87.0,19
889,Los Angeles Lakers,San Antonio Spurs,323.1807322219893,415.77809443250084,0,87.0,109.0,3
890,Phoenix Suns,Portland Trail Blazers,332.76991823352176,303.11396675698984,1,96.0,106.0,10
891,Portland Trail Blazers,Phoenix Suns,303.11396675698984,332.76991823352176,0,106.0,96.0,10
892,Brooklyn Nets,LA Clippers,323.7685189537125,328.2097959316533,1,100.0,105.0,7
893,LA Clippers,Brooklyn Nets,328.2097959316533,323.7685189537125,0,105.0,100.0,14
894,Charlotte Hornets,Boston Celtics,282.6069363409975,332.3818008269964,1,93.0,98.0,14
895,Boston Celtics,Charlotte Hornets,332.3818008269964,282.6069363409975,0,98.0,93.0,14
896,Detroit Pistons,Indiana Pacers,375.8103256565131,355.26094729776787,1,118.0,96.0,14
897,Indiana Pacers,Detroit Pistons,355.26094729776787,375.8103256565131,0,96.0,118.0,13
898,Atlanta Hawks,San Antonio Spurs,404.6767692417628,421.70062623350526,1,78.0,103.0,14
899,San Antonio Spurs,Atlanta Hawks,421.70062623350526,404.6767692417628,0,103.0,78.0,20
900,Chicago Bulls,New Orleans Pelicans,317.5453692406461,277.4314339346253,1,98.0,94.0,13
901,New Orleans Pelicans,Chicago Bulls,277.4314339346253,317.5453692406461,0,94.0,98.0,6
902,Houston Rockets,Los Angeles Lakers,339.4851395168914,263.28986669455935,1,126.0,97.0,12
903,Los Angeles Lakers,Houston Rockets,263.28986669455935,339.4851395168914,0,97.0,126.0,3
904,Dallas Mavericks,Washington Wizards,288.5750444653554,212.99492789821625,1,111.0,114.0,13
905,Washington Wizards,Dallas Mavericks,212.99492789821625,288.5750444653554,0,114.0,111.0,10
906,Milwaukee Bucks,Golden State Warriors,269.7234111181956,454.5425022074174,1,108.0,95.0,10
907,Golden State Warriors,Milwaukee Bucks,454.5425022074174,269.7234111181956,0,95.0,108.0,24
908,Portland Trail Blazers,New York Knicks,304.26541274482344,313.5508323449371,1,110.0,112.0,10
909,New York Knicks,Portland Trail Blazers,313.5508323449371,304.26541274482344,0,112.0,110.0,11
910,Phoenix Suns,Minnesota Timberwolves,326.61273636644125,367.04248745002866,1,108.0,101.0,11
911,Minnesota Timberwolves,Phoenix Suns,367.04248745002866,326.61273636644125,0,101.0,108.0,9
912,Miami Heat,Memphis Grizzlies,267.1749174756865,240.32695896721847,1,100.0,97.0,13
913,Memphis Grizzlies,Miami Heat,240.32695896721847,267.1749174756865,0,97.0,100.0,13
914,Toronto Raptors,Philadelphia 76ers,316.0906570128599,298.643305393175,1,96.0,76.0,16
915,Philadelphia 76ers,Toronto Raptors,298.643305393175,316.0906570128599,0,76.0,96.0,1
916,Oklahoma City Thunder,Utah Jazz,336.4147120099633,290.4529350505761,1,104.0,98.0,16
917,Utah Jazz,Oklahoma City Thunder,290.4529350505761,336.4147120099633,0,98.0,104.0,10
918,Indiana Pacers,Toronto Raptors,376.68160621467666,314.30604600268003,1,106.0,90.0,14
919,Toronto Raptors,Indiana Pacers,314.30604600268003,376.68160621467666,0,90.0,106.0,16
920,Brooklyn Nets,Orlando Magic,338.0630889753103,376.75831057339343,1,82.0,105.0,7
921,Orlando Magic,Brooklyn Nets,376.75831057339343,338.0630889753103,0,105.0,82.0,13
922,Detroit Pistons,LA Clippers,279.7244172872811,307.96256543724627,1,103.0,105.0,14
923,LA Clippers,Detroit Pistons,307.96256543724627,279.7244172872811,0,105.0,103.0,15
924,Atlanta Hawks,Miami Heat,315.93539561941026,269.1745844574241,1,88.0,100.0,14
925,Miami Heat,Atlanta Hawks,269.1745844574241,315.93539561941026,0,100.0,88.0,14
926,Chicago Bulls,Philadelphia 76ers,410.73829113434874,297.0137989092524,1,115.0,96.0,14
927,Philadelphia 76ers,Chicago Bulls,297.0137989092524,410.73829113434874,0,96.0,115.0,1
928,Memphis Grizzlies,Washington Wizards,242.696495533687,242.2857819767975,1,112.0,95.0,14
929,Washington Wizards,Memphis Grizzlies,242.2857819767975,242.696495533687,0,95.0,112.0,10
930,Dallas Mavericks,Phoenix Suns,292.28185368995906,350.7354190549046,1,104.0,94.0,14
931,Phoenix Suns,Dallas Mavericks,350.7354190549046,292.28185368995906,0,94.0,104.0,11
932,San Antonio Spurs,Utah Jazz,428.91579011611606,324.49199791876526,1,118.0,81.0,21
933,Utah Jazz,San Antonio Spurs,324.49199791876526,428.91579011611606,0,81.0,118.0,10
934,Denver Nuggets,Houston Rockets,290.94425680599215,313.16720974070233,1,114.0,108.0,10
935,Houston Rockets,Denver Nuggets,313.16720974070233,290.94425680599215,0,108.0,114.0,12
936,Portland Trail Blazers,New Orleans Pelicans,326.3759154416925,334.5647763480379,1,105.0,101.0,11
937,New Orleans Pelicans,Portland Trail Blazers,334.5647763480379,326.3759154416925,0,101.0,105.0,6
938,Boston Celtics,Cleveland Cavaliers,414.79372756151105,352.209150950107,1,77.0,89.0,14
939,Cleveland Cavaliers,Boston Celtics,352.209150950107,414.79372756151105,0,89.0,77.0,16
940,Minnesota Timberwolves,Denver Nuggets,365.82585286412683,319.94933536234026,1,100.0,112.0,9
941,Denver Nuggets,Minnesota Timberwolves,319.94933536234026,365.82585286412683,0,112.0,100.0,11
942,Sacramento Kings,Houston Rockets,302.88737157247573,404.5133273904776,1,107.0,97.0,10
943,Houston Rockets,Sacramento Kings,404.5133273904776,302.88737157247573,0,97.0,107.0,12
944,Los Angeles Lakers,Milwaukee Bucks,320.12036863998725,289.56899821724085,1,113.0,95.0,4
945,Milwaukee Bucks,Los Angeles Lakers,289.56899821724085,320.12036863998725,0,95.0,113.0,10
946,Indiana Pacers,Dallas Mavericks,380.71545292026167,396.1719002060236,1,107.0,81.0,15
947,Dallas Mavericks,Indiana Pacers,396.1719002060236,380.71545292026167,0,81.0,107.0,14
948,Orlando Magic,Charlotte Hornets,379.76073792229454,380.9460611706036,1,113.0,98.0,14
949,Charlotte Hornets,Orlando Magic,380.9460611706036,379.76073792229454,0,98.0,113.0,14
950,Brooklyn Nets,Miami Heat,295.15052903629817,305.8444331671682,1,98.0,104.0,0
951,Miami Heat,Brooklyn Nets,305.8444331671682,295.15052903629817,0,104.0,98.0,0
952,Detroit Pistons,Boston Celtics,302.25222569652334,365.63034538239725,1,119.0,116.0,15
953,Boston Celtics,Detroit Pistons,365.63034538239725,302.25222569652334,0,116.0,119.0,14
954,New York Knicks,Minnesota Timberwolves,340.729233701774,313.14068632924847,1,107.0,102.0,12
955,Minnesota Timberwolves,New York Knicks,313.14068632924847,340.729233701774,0,102.0,107.0,9
956,Atlanta Hawks,Philadelphia 76ers,411.7048229768485,330.03823210121305,1,127.0,106.0,15
957,Philadelphia 76ers,Atlanta Hawks,330.03823210121305,411.7048229768485,0,106.0,127.0,1
958,Chicago Bulls,Memphis Grizzlies,320.107766910886,275.14237665331376,1,98.0,85.0,15
959,Memphis Grizzlies,Chicago Bulls,275.14237665331376,320.107766910886,0,85.0,98.0,14
960,Oklahoma City Thunder,Portland Trail Blazers,411.77663248994617,338.5290487929862,1,106.0,90.0,17
961,Portland Trail Blazers,Oklahoma City Thunder,338.5290487929862,411.77663248994617,0,90.0,106.0,11
962,San Antonio Spurs,Washington Wizards,438.47473961290603,243.8214188169183,1,114.0,95.0,22
963,Washington Wizards,San Antonio Spurs,243.8214188169183,438.47473961290603,0,95.0,114.0,10
964,Utah Jazz,New Orleans Pelicans,297.93949197819904,332.59567806463946,1,94.0,104.0,10
965,New Orleans Pelicans,Utah Jazz,332.59567806463946,297.93949197819904,0,104.0,94.0,7
966,Golden State Warriors,Phoenix Suns,455.82064963649776,352.87378936647394,1,128.0,103.0,25
967,Phoenix Suns,Golden State Warriors,352.87378936647394,455.82064963649776,0,103.0,128.0,11
968,LA Clippers,Milwaukee Bucks,330.3352915496035,252.268961742148,1,103.0,90.0,16
969,Milwaukee Bucks,LA Clippers,252.268961742148,330.3352915496035,0,90.0,103.0,10
970,Charlotte Hornets,Toronto Raptors,305.4680591253079,293.4671861616172,1,109.0,99.0,15
971,Toronto Raptors,Charlotte Hornets,293.4671861616172,305.4680591253079,0,99.0,109.0,16
972,Cleveland Cavaliers,Oklahoma City Thunder,282.18596153615727,313.1032483124614,1,104.0,100.0,17
973,Oklahoma City Thunder,Cleveland Cavaliers,313.1032483124614,282.18596153615727,0,100.0,104.0,17
974,Los Angeles Lakers,Houston Rockets,262.15793877568876,366.99946046914016,1,87.0,107.0,4
975,Houston Rockets,Los Angeles Lakers,366.99946046914016,262.15793877568876,0,107.0,87.0,13
976,Indiana Pacers,Brooklyn Nets,413.9332765664829,336.7143825323832,1,104.0,97.0,16
977,Brooklyn Nets,Indiana Pacers,336.7143825323832,413.9332765664829,0,97.0,104.0,7
978,Orlando Magic,Portland Trail Blazers,299.5608290692961,301.50163230268475,1,102.0,94.0,15
979,Portland Trail Blazers,Orlando Magic,301.50163230268475,299.5608290692961,0,94.0,102.0,11
980,Philadelphia 76ers,New York Knicks,315.2202689169586,394.06096441094513,1,97.0,107.0,1
981,New York Knicks,Philadelphia 76ers,394.06096441094513,315.2202689169586,0,107.0,97.0,13
982,Boston Celtics,Atlanta Hawks,328.15029007387716,331.90075563933556,1,101.0,109.0,14
983,Atlanta Hawks,Boston Celtics,331.90075563933556,328.15029007387716,0,109.0,101.0,16
984,Miami Heat,Toronto Raptors,282.6003538630265,241.78520377982787,1,94.0,108.0,15
985,Toronto Raptors,Miami Heat,241.78520377982787,282.6003538630265,0,108.0,94.0,17
986,Chicago Bulls,Detroit Pistons,341.5166449123834,271.1028861844598,1,144.0,147.0,15
987,Detroit Pistons,Chicago Bulls,271.1028861844598,341.5166449123834,0,147.0,144.0,16
988,Minnesota Timberwolves,Sacramento Kings,348.9842985958335,310.363103035145,1,99.0,95.0,10
989,Sacramento Kings,Minnesota Timberwolves,310.363103035145,348.9842985958335,0,95.0,99.0,10
990,San Antonio Spurs,LA Clippers,351.676167024634,329.8313876350419,1,115.0,107.0,23
991,LA Clippers,San Antonio Spurs,329.8313876350419,351.676167024634,0,107.0,115.0,16
992,Dallas Mavericks,Memphis Grizzlies,395.1094923671831,250.9736256305474,1,97.0,88.0,15
993,Memphis Grizzlies,Dallas Mavericks,250.9736256305474,395.1094923671831,0,88.0,97.0,14
994,Utah Jazz,Denver Nuggets,306.58203270002883,298.44016543441677,1,97.0,88.0,11
995,Denver Nuggets,Utah Jazz,298.44016543441677,306.58203270002883,0,88.0,97.0,11
996,Phoenix Suns,New Orleans Pelicans,328.40207882203117,319.905305234669,1,104.0,88.0,12
997,New Orleans Pelicans,Phoenix Suns,319.905305234669,328.40207882203117,0,88.0,104.0,7
998,Golden State Warriors,Milwaukee Bucks,427.91566003559444,302.7649119349692,1,121.0,112.0,26
999,Milwaukee Bucks,Golden State Warriors,302.7649119349692,427.91566003559444,0,112.0,121.0,10
1000,Oklahoma City Thunder,Los Angeles Lakers,417.95311247995727,292.33717118327104,1,118.0,78.0,18
1001,Los Angeles Lakers,Oklahoma City Thunder,292.33717118327104,417.95311247995727,0,78.0,118.0,4
1002,Washington Wizards,Charlotte Hornets,215.74589611867268,316.53635694416107,1,109.0,101.0,11
1003,Charlotte Hornets,Washington Wizards,316.53635694416107,215.74589611867268,0,101.0,109.0,15
1004,New York Knicks,Chicago Bulls,318.64527887077725,363.40807702999194,1,107.0,91.0,14
1005,Chicago Bulls,New York Knicks,363.40807702999194,318.64527887077725,0,91.0,107.0,15
1006,Houston Rockets,LA Clippers,329.43610852293654,362.03766273519534,1,107.0,97.0,14
1007,LA Clippers,Houston Rockets,362.03766273519534,329.43610852293654,0,97.0,107.0,16
1008,Memphis Grizzlies,Indiana Pacers,292.5850037400769,410.3325714419793,1,96.0,84.0,15
1009,Indiana Pacers,Memphis Grizzlies,410.3325714419793,292.5850037400769,0,84.0,96.0,16
1010,Brooklyn Nets,Minnesota Timberwolves,253.97915353000116,365.85664716790194,1,85.0,100.0,7
1011,Minnesota Timberwolves,Brooklyn Nets,365.85664716790194,253.97915353000116,0,100.0,85.0,11
1012,Miami Heat,Portland Trail Blazers,271.0983377809442,319.9725019271433,1,116.0,109.0,16
1013,Portland Trail Blazers,Miami Heat,319.9725019271433,271.0983377809442,0,109.0,116.0,11
1014,Cleveland Cavaliers,Philadelphia 76ers,411.2223788716165,313.7673822783914,1,108.0,86.0,18
1015,Philadelphia 76ers,Cleveland Cavaliers,313.7673822783914,411.2223788716165,0,86.0,108.0,1
1016,Phoenix Suns,Milwaukee Bucks,350.8841001530582,256.8101637421008,1,95.0,101.0,12
1017,Milwaukee Bucks,Phoenix Suns,256.8101637421008,350.8841001530582,0,101.0,95.0,11
1018,Orlando Magic,Atlanta Hawks,324.6397706408573,332.3882437299633,1,100.0,103.0,15
1019,Atlanta Hawks,Orlando Magic,332.3882437299633,324.6397706408573,0,103.0,100.0,17
1020,Toronto Raptors,Sacramento Kings,241.72841850488675,281.36030072421465,1,94.0,104.0,17
1021,Sacramento Kings,Toronto Raptors,281.36030072421465,241.72841850488675,0,104.0,94.0,11
1022,Denver Nuggets,New Orleans Pelicans,322.79026609314485,344.0912784261148,1,125.0,130.0,11
1023,New Orleans Pelicans,Denver Nuggets,344.0912784261148,322.79026609314485,0,130.0,125.0,8
1024,Washington Wizards,Sacramento Kings,219.56036903547962,321.57883931330304,1,113.0,99.0,12
1025,Sacramento Kings,Washington Wizards,321.57883931330304,219.56036903547962,0,99.0,113.0,11
1026,Boston Celtics,Minnesota Timberwolves,407.98681663829893,340.77729332245843,1,113.0,99.0,15
1027,Minnesota Timberwolves,Boston Celtics,340.77729332245843,407.98681663829893,0,99.0,113.0,11
1028,New York Knicks,Orlando Magic,381.48940753345073,379.75318328662877,1,99.0,107.0,14
1029,Orlando Magic,New York Knicks,379.75318328662877,381.48940753345073,0,107.0,99.0,16
1030,Atlanta Hawks,Portland Trail Blazers,356.0106423155118,317.0977215207438,1,106.0,97.0,18
1031,Portland Trail Blazers,Atlanta Hawks,317.0977215207438,356.0106423155118,0,97.0,106.0,11
1032,Chicago Bulls,Brooklyn Nets,408.9407616225318,344.7115320517739,1,102.0,105.0,15
1033,Brooklyn Nets,Chicago Bulls,344.7115320517739,408.9407616225318,0,105.0,102.0,8
1034,Houston Rockets,Charlotte Hornets,326.80135143306416,344.9659391028083,1,102.0,95.0,15
